parent_name,utility_name,respondent_id,year,CO2_historical,CO2_target,CO2_target_all_years,CO2_1point5C,generation_historical,generation_projected,generation_1point5C,CO2_intensity_historical,CO2_intensity_target,CO2_intensity_target_all_years,CO2_intensity_1point5C
Sempra Energy,San Diego Gas & Electric Co.,155,2037,,,0.152417703,0.04684441,,7.036116309,18.57279065,,,0.021662192,0.002522206
Sempra Energy,San Diego Gas & Electric Co.,155,2038,,,0.133365491,0.037372238,,7.036116309,19.02423934,,,0.018954418,0.001964454
Sempra Energy,San Diego Gas & Electric Co.,155,2039,,,0.114313278,0.029433605,,7.036116309,19.31718985,,,0.016246644,0.0015237
Sempra Energy,San Diego Gas & Electric Co.,155,2040,,,0.095261065,0.022886315,,7.036116309,19.48740916,,,0.01353887,0.001174415
Sempra Energy,San Diego Gas & Electric Co.,155,2041,,,0.076208852,0.017571672,,7.036116309,19.56684844,,,0.010831096,0.000898033
Sempra Energy,San Diego Gas & Electric Co.,155,2042,,,0.057156639,0.013324687,,7.036116309,19.58125399,,,0.008123322,0.000680482
Sempra Energy,San Diego Gas & Electric Co.,155,2043,,,0.038104426,0.009982754,,7.036116309,19.55010604,,,0.005415548,0.000510624
Sempra Energy,San Diego Gas & Electric Co.,155,2044,,,0.019052213,0.007392377,,7.036116309,19.48756931,,,0.002707774,0.000379338
Sempra Energy,San Diego Gas & Electric Co.,155,2045,,0,0,0.00541387,,7.036116309,19.40368631,,0,0,0.000279012
Sempra Energy,San Diego Gas & Electric Co.,155,2046,,,0,0.003924117,,7.036116309,19.3054639,,,0,0.000203265
Sempra Energy,San Diego Gas & Electric Co.,155,2047,,,0,0.002817691,,7.036116309,19.19774184,,,0,0.000146772
Sempra Energy,San Diego Gas & Electric Co.,155,2048,,,0,0.002006648,,7.036116309,19.08384177,,,0,0.000105149
Sempra Energy,San Diego Gas & Electric Co.,155,2049,,,0,0.0014194,,7.036116309,18.96603396,,,0,7.48E-05
Sempra Energy,San Diego Gas & Electric Co.,155,2050,,,0,0.000998983,,7.036116309,18.84586556,,,0,5.30E-05
"Evergy, Inc.",Savannah Electric & Power Co.,156,2000,0.264062334,,,,2.500151,,,0.105618554,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2001,2.394141493,,,,2.257016421,,,1.060755018,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2002,2.256985729,,,,2.247199143,,,1.004355015,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2003,2.332522592,,,,2.332417,,,1.000045272,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2004,2.216608106,,,,2.1736185,,,1.019777899,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2005,2.462702709,,,,2.548487947,,,0.96633877,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2006,0.310610894,,,,0.819597721,,,0.378979694,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2007,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2008,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2009,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2010,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2011,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2012,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2013,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2014,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2015,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2016,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2017,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2018,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2019,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2020,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2021,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2022,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2023,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2024,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2025,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2026,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2027,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2028,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2029,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2030,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2031,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2032,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2033,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2034,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2035,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2036,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2037,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2038,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2039,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2040,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2041,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2042,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2043,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2044,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2045,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2046,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2047,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2048,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2049,,,,,,,,,,,
"Evergy, Inc.",Savannah Electric & Power Co.,156,2050,,,,,,,,,,,
Dominion Energy,South Carolina Electric & Gas Co.,159,2000,0.525776248,,,10.72759001,18.468339,,20.40948841,0.02846906,,,0.525617781
Dominion Energy,South Carolina Electric & Gas Co.,159,2001,11.08224044,,,10.55338617,17.44604611,,20.0580953,0.635229345,,,0.526140993
Dominion Energy,South Carolina Electric & Gas Co.,159,2002,10.77352212,,,10.62484156,18.69564136,,20.71195707,0.576258493,,,0.512981053
Dominion Energy,South Carolina Electric & Gas Co.,159,2003,11.00742575,,,10.76954474,18.59487143,,20.84472221,0.591960304,,,0.516655709
Dominion Energy,South Carolina Electric & Gas Co.,159,2004,13.36536262,,,10.91420614,21.34191814,,21.31371984,0.626249362,,,0.512074205
Dominion Energy,South Carolina Electric & Gas Co.,159,2005,13.13375051,,,11.21704639,21.59224998,,21.76928377,0.608262248,,,0.515269428
Dominion Energy,South Carolina Electric & Gas Co.,159,2006,12.62383614,,,10.95121546,21.50006205,,21.8190955,0.587153475,,,0.50190969
Dominion Energy,South Carolina Electric & Gas Co.,159,2007,12.52263388,,,11.26052886,22.45025263,,22.31317449,0.557794787,,,0.504658307
Dominion Energy,South Carolina Electric & Gas Co.,159,2008,12.94985798,,,11.01874702,21.56077994,,22.1126444,0.600621036,,,0.498300738
Dominion Energy,South Carolina Electric & Gas Co.,159,2009,10.84435073,,,10.02038232,21.14543207,,21.20515671,0.512846022,,,0.472544601
Dominion Energy,South Carolina Electric & Gas Co.,159,2010,12.18306671,,,10.54244591,23.38362757,,22.14309214,0.521008414,,,0.476105408
Dominion Energy,South Carolina Electric & Gas Co.,159,2011,12.34675151,,,10.0753205,23.46345387,,22.00932847,0.526212022,,,0.457775007
Dominion Energy,South Carolina Electric & Gas Co.,159,2012,11.0405547,,,9.446737875,22.08113409,,21.72817881,0.499999441,,,0.434768968
Dominion Energy,South Carolina Electric & Gas Co.,159,2013,8.525689099,,,9.518843353,19.75572152,,21.82586899,0.43155544,,,0.43612666
Dominion Energy,South Carolina Electric & Gas Co.,159,2014,10.19543064,,,9.518885145,20.81279621,,21.97424937,0.48986357,,,0.433183632
Dominion Energy,South Carolina Electric & Gas Co.,159,2015,8.938219103,,,8.881238258,20.73314612,,21.88833506,0.431107708,,,0.405752116
Dominion Energy,South Carolina Electric & Gas Co.,159,2016,8.436426244,,,8.457237769,21.04791358,,21.8833646,0.400820072,,,0.386468805
Dominion Energy,South Carolina Electric & Gas Co.,159,2017,8.942946191,,,8.093041919,20.78722361,,21.65573999,0.430213595,,,0.373713478
Dominion Energy,South Carolina Electric & Gas Co.,159,2018,9.041108375,,,8.189893035,22.41136638,,22.42768558,0.403416205,,,0.365168889
Dominion Energy,South Carolina Electric & Gas Co.,159,2019,7.517967247,7.517967247,7.517967247,7.517967247,22.10546647,,22.10546647,0.34009539,,,0.34009539
Dominion Energy,South Carolina Electric & Gas Co.,159,2020,,,7.275452174,6.816155622,,22.20739127,22.36951978,,,0.327613995,0.304707284
Dominion Energy,South Carolina Electric & Gas Co.,159,2021,,,7.032937102,6.21317542,,22.30978603,22.46306839,,,0.315240007,0.276595134
Dominion Energy,South Carolina Electric & Gas Co.,159,2022,,,6.790422029,5.664547452,,22.41265292,22.64424881,,,0.302972703,0.250153913
Dominion Energy,South Carolina Electric & Gas Co.,159,2023,,,6.547906957,5.160701392,,22.51599411,22.96027272,,,0.290811364,0.224766555
Dominion Energy,South Carolina Electric & Gas Co.,159,2024,,,6.305391884,4.702459305,,22.61981179,23.46173757,,,0.278755276,0.200430991
Dominion Energy,South Carolina Electric & Gas Co.,159,2025,,,6.062876812,4.276324503,,22.72410815,24.21353259,,,0.26680373,0.176608865
Dominion Energy,South Carolina Electric & Gas Co.,159,2026,,,5.820361739,3.873549039,,22.82888541,25.29800042,,,0.254956019,0.153116807
Dominion Energy,South Carolina Electric & Gas Co.,159,2027,,,5.577846667,3.489019441,,22.93414579,26.80851642,,,0.243211442,0.130145935
Dominion Energy,South Carolina Electric & Gas Co.,159,2028,,,5.335331594,3.12038733,,23.0398915,28.83694314,,,0.231569302,0.108207979
Dominion Energy,South Carolina Electric & Gas Co.,159,2029,,,5.092816522,2.767361007,,23.14612478,31.45014276,,,0.220028906,0.087992001
Dominion Energy,South Carolina Electric & Gas Co.,159,2030,,,4.850301449,2.431084783,,23.2528479,34.65671959,,,0.208589566,0.070147573
Dominion Energy,South Carolina Electric & Gas Co.,159,2031,,,4.607786377,2.113568195,,23.36006309,38.3735743,,,0.197250596,0.055078742
Dominion Energy,South Carolina Electric & Gas Co.,159,2032,,,4.365271305,1.817165209,,23.46777264,42.4106249,,,0.186011317,0.042846933
Dominion Energy,South Carolina Electric & Gas Co.,159,2033,,,4.122756232,1.544126916,,23.57597882,46.49238883,,,0.174871053,0.033212467
Dominion Energy,South Carolina Electric & Gas Co.,159,2034,,,3.88024116,1.29625522,,23.68468392,50.3192789,,,0.16382913,0.025760608
Dominion Energy,South Carolina Electric & Gas Co.,159,2035,,,3.637726087,1.074674683,,23.79389025,53.64475378,,,0.152884881,0.020033174
Dominion Energy,South Carolina Electric & Gas Co.,159,2036,,,3.395211015,0.879723621,,23.9036001,56.32966961,,,0.142037643,0.015617411
Dominion Energy,South Carolina Electric & Gas Co.,159,2037,,,3.152695942,0.710950601,,24.01381581,58.35039996,,,0.131286755,0.01218416
Dominion Energy,South Carolina Electric & Gas Co.,159,2038,,,2.91018087,0.567192874,,24.12453971,59.76872272,,,0.12063156,0.009489794
Dominion Energy,South Carolina Electric & Gas Co.,159,2039,,,2.667665797,0.446709427,,24.23577414,60.68908952,,,0.110071409,0.007360622
Dominion Energy,South Carolina Electric & Gas Co.,159,2040,,,2.425150725,0.347342176,,24.34752145,61.22386994,,,0.099605651,0.005673313
Dominion Energy,South Carolina Electric & Gas Co.,159,2041,,,2.182635652,0.266682634,,24.45978402,61.47344545,,,0.089233644,0.004338176
Dominion Energy,South Carolina Electric & Gas Co.,159,2042,,,1.94012058,0.202226786,,24.5725642,61.51870356,,,0.078954747,0.003287241
Dominion Energy,South Carolina Electric & Gas Co.,159,2043,,,1.697605507,0.15150676,,24.6858644,61.4208456,,,0.068768323,0.002466699
Dominion Energy,South Carolina Electric & Gas Co.,159,2044,,,1.455090435,0.112192993,,24.79968701,61.22437306,,,0.058673742,0.001832489
Dominion Energy,South Carolina Electric & Gas Co.,159,2045,,,1.212575362,0.082165488,,24.91403443,60.96083666,,,0.048670374,0.001347841
Dominion Energy,South Carolina Electric & Gas Co.,159,2046,,,0.97006029,0.059555743,,25.0289091,60.65224992,,,0.038757594,0.000981921
Dominion Energy,South Carolina Electric & Gas Co.,159,2047,,,0.727545217,0.042763671,,25.14431343,60.31381799,,,0.028934782,0.000709019
Dominion Energy,South Carolina Electric & Gas Co.,159,2048,,,0.485030145,0.030454594,,25.26024988,59.95597653,,,0.01920132,0.000507949
Dominion Energy,South Carolina Electric & Gas Co.,159,2049,,,0.242515072,0.021542021,,25.37672088,59.58585805,,,0.009556596,0.000361529
Dominion Energy,South Carolina Electric & Gas Co.,159,2050,,0,0,0.015161417,,25.49372892,59.2083233,,0,0,0.000256069
Dominion Energy,"South Carolina Generating Co., Inc.",160,2000,0.15489021,,,3.478388998,5.353342,,3.284437371,0.028933367,,,1.059051705
Dominion Energy,"South Carolina Generating Co., Inc.",160,2001,3.771254906,,,3.421903923,5.193258,,3.227888737,0.726182852,,,1.060105909
Dominion Energy,"South Carolina Generating Co., Inc.",160,2002,3.703003295,,,3.445073118,5.428464,,3.333112739,0.682145685,,,1.033590337
Dominion Energy,"South Carolina Generating Co., Inc.",160,2003,3.208275276,,,3.491992694,4.647329,,3.354478233,0.690348214,,,1.040994292
Dominion Energy,"South Carolina Generating Co., Inc.",160,2004,3.183241822,,,3.538898719,4.597057,,3.429952605,0.69245211,,,1.031763154
Dominion Energy,"South Carolina Generating Co., Inc.",160,2005,4.224538283,,,3.637093766,5.798392,,3.503265133,0.728570659,,,1.038201114
Dominion Energy,"South Carolina Generating Co., Inc.",160,2006,3.988633673,,,3.550898881,5.491471,,3.511281184,0.726332466,,,1.011282975
Dominion Energy,"South Carolina Generating Co., Inc.",160,2007,3.40163258,,,3.651192825,4.834953,,3.590791826,0.703550289,,,1.016821081
Dominion Energy,"South Carolina Generating Co., Inc.",160,2008,3.695449335,,,3.572795788,5.120498,,3.558521123,0.721697252,,,1.004011404
Dominion Energy,"South Carolina Generating Co., Inc.",160,2009,3.394877863,,,3.249079018,4.812638,,3.412481868,0.705408939,,,0.952116127
Dominion Energy,"South Carolina Generating Co., Inc.",160,2010,3.047054102,,,3.418356575,4.421226,,3.563420986,0.689187592,,,0.95929069
Dominion Energy,"South Carolina Generating Co., Inc.",160,2011,2.446833851,,,3.266892558,3.742673,,3.541894802,0.653766399,,,0.922357309
Dominion Energy,"South Carolina Generating Co., Inc.",160,2012,3.364506395,,,3.063076521,4.723042,,3.496650236,0.712360042,,,0.876003121
Dominion Energy,"South Carolina Generating Co., Inc.",160,2013,3.025662809,,,3.086456506,4.344813,,3.512371222,0.696385048,,,0.878738696
Dominion Energy,"South Carolina Generating Co., Inc.",160,2014,3.362962283,,,3.086470057,4.705242,,3.536249628,0.714726742,,,0.872808874
Dominion Energy,"South Carolina Generating Co., Inc.",160,2015,3.40219804,,,2.87971496,4.735726,,3.522423698,0.718411082,,,0.817537925
Dominion Energy,"South Carolina Generating Co., Inc.",160,2016,2.735086634,,,2.742234069,3.992397,,3.521623817,0.685073812,,,0.778684553
Dominion Energy,"South Carolina Generating Co., Inc.",160,2017,2.396835526,,,2.624144653,3.608439,,3.484992876,0.664230579,,,0.752984223
Dominion Energy,"South Carolina Generating Co., Inc.",160,2018,2.759308302,,,2.655548338,3.962991,,3.60921975,0.696269131,,,0.735767984
Dominion Energy,"South Carolina Generating Co., Inc.",160,2019,2.437678409,2.437678409,2.437678409,2.437678409,3.557366,,3.557366,0.685248133,,,0.685248133
Dominion Energy,"South Carolina Generating Co., Inc.",160,2020,,,2.359043622,2.210118087,,3.557366,3.599859302,,,0.663143354,0.613945686
Dominion Energy,"South Carolina Generating Co., Inc.",160,2021,,,2.280408834,2.014603559,,3.557366,3.614913798,,,0.641038576,0.557303347
Dominion Energy,"South Carolina Generating Co., Inc.",160,2022,,,2.201774047,1.836712581,,3.557366,3.644070617,,,0.618933797,0.504027713
Dominion Energy,"South Carolina Generating Co., Inc.",160,2023,,,2.12313926,1.673342001,,3.557366,3.69492739,,,0.596829019,0.452875476
Dominion Energy,"South Carolina Generating Co., Inc.",160,2024,,,2.044504472,1.524758375,,3.557366,3.775626615,,,0.57472424,0.403842469
Dominion Energy,"South Carolina Generating Co., Inc.",160,2025,,,1.965869685,1.386585438,,3.557366,3.896610719,,,0.552619462,0.355843973
Dominion Energy,"South Carolina Generating Co., Inc.",160,2026,,,1.887234897,1.255986698,,3.557366,4.071130854,,,0.530514683,0.30851052
Dominion Energy,"South Carolina Generating Co., Inc.",160,2027,,,1.80860011,1.131304125,,3.557366,4.314213635,,,0.508409905,0.262227192
Dominion Energy,"South Carolina Generating Co., Inc.",160,2028,,,1.729965323,1.011776265,,3.557366,4.640642224,,,0.486305127,0.218025053
Dominion Energy,"South Carolina Generating Co., Inc.",160,2029,,,1.651330535,0.897308535,,3.557366,5.061176551,,,0.464200348,0.177292479
Dominion Energy,"South Carolina Generating Co., Inc.",160,2030,,,1.572695748,0.788271975,,3.557366,5.577201283,,,0.44209557,0.141338269
Dominion Energy,"South Carolina Generating Co., Inc.",160,2031,,,1.49406096,0.68531817,,3.557366,6.175343494,,,0.419990791,0.110976526
Dominion Energy,"South Carolina Generating Co., Inc.",160,2032,,,1.415426173,0.589210388,,3.557366,6.825013863,,,0.397886013,0.086331017
Dominion Energy,"South Carolina Generating Co., Inc.",160,2033,,,1.336791386,0.500678537,,3.557366,7.481879812,,,0.375781234,0.066918816
Dominion Energy,"South Carolina Generating Co., Inc.",160,2034,,,1.258156598,0.420306881,,3.557366,8.09772968,,,0.353676456,0.051904286
Dominion Energy,"South Carolina Generating Co., Inc.",160,2035,,,1.179521811,0.348460054,,3.557366,8.632888316,,,0.331571677,0.040364249
Dominion Energy,"South Carolina Generating Co., Inc.",160,2036,,,1.100887024,0.285247755,,3.557366,9.064963718,,,0.309466899,0.03146706
Dominion Energy,"South Carolina Generating Co., Inc.",160,2037,,,1.022252236,0.230523607,,3.557366,9.390153753,,,0.28736212,0.024549503
Dominion Energy,"South Carolina Generating Co., Inc.",160,2038,,,0.943617449,0.183910594,,3.557366,9.618400154,,,0.265257342,0.019120705
Dominion Energy,"South Carolina Generating Co., Inc.",160,2039,,,0.864982661,0.144844196,,3.557366,9.766512005,,,0.243152563,0.014830699
Dominion Energy,"South Carolina Generating Co., Inc.",160,2040,,,0.786347874,0.112624662,,3.557366,9.852572604,,,0.221047785,0.01143099
Dominion Energy,"South Carolina Generating Co., Inc.",160,2041,,,0.707713087,0.086471047,,3.557366,9.892736038,,,0.198943006,0.008740863
Dominion Energy,"South Carolina Generating Co., Inc.",160,2042,,,0.629078299,0.065571431,,3.557366,9.900019289,,,0.176838228,0.006623364
Dominion Energy,"South Carolina Generating Co., Inc.",160,2043,,,0.550443512,0.049125614,,3.557366,9.884271303,,,0.154733449,0.004970079
Dominion Energy,"South Carolina Generating Co., Inc.",160,2044,,,0.471808724,0.036378243,,3.557366,9.852653569,,,0.132628671,0.003692228
Dominion Energy,"South Carolina Generating Co., Inc.",160,2045,,,0.393173937,0.026641914,,3.557366,9.810243452,,,0.110523892,0.002715724
Dominion Energy,"South Carolina Generating Co., Inc.",160,2046,,,0.31453915,0.019310772,,3.557366,9.76058352,,,0.088419114,0.001978444
Dominion Energy,"South Carolina Generating Co., Inc.",160,2047,,,0.235904362,0.013865993,,3.557366,9.706120691,,,0.066314335,0.001428582
Dominion Energy,"South Carolina Generating Co., Inc.",160,2048,,,0.157269575,0.009874811,,3.557366,9.648534345,,,0.044209557,0.001023452
Dominion Energy,"South Carolina Generating Co., Inc.",160,2049,,,0.078634787,0.006984936,,3.557366,9.588972296,,,0.022104778,0.000728434
Dominion Energy,"South Carolina Generating Co., Inc.",160,2050,,0,0,0.004916044,,3.557366,9.528216767,,0,0,0.000515946
Southern California Edison,Southern California Edison Co.,161,2000,0.575880882,,,1.874503472,35.01917402,,30.47987641,0.016444731,,,0.061499707
Southern California Edison,Southern California Edison Co.,161,2001,10.52310578,,,1.844063671,38.20558503,,29.95509997,0.275433704,,,0.061560925
Southern California Edison,Southern California Edison Co.,161,2002,6.956711326,,,1.856549548,40.96289307,,30.93158824,0.16982959,,,0.060021152
Southern California Edison,Southern California Edison Co.,161,2003,10.46084246,,,1.881834503,45.53015559,,31.12986196,0.229756352,,,0.060451103
Southern California Edison,Southern California Edison Co.,161,2004,10.46351809,,,1.907112155,39.0942542,,31.83027097,0.26764849,,,0.059915046
Southern California Edison,Southern California Edison Co.,161,2005,10.93190721,,,1.960029455,44.19579403,,32.51061788,0.247351755,,,0.060288902
Southern California Edison,Southern California Edison Co.,161,2006,5.480310643,,,1.913579041,34.99148194,,32.58500756,0.156618421,,,0.058725751
Southern California Edison,Southern California Edison Co.,161,2007,4.831551465,,,1.967627437,35.67099811,,33.32287351,0.135447611,,,0.059047352
Southern California Edison,Southern California Edison Co.,161,2008,4.67274761,,,1.925379282,35.36241968,,33.02339847,0.132138797,,,0.058303487
Southern California Edison,Southern California Edison Co.,161,2009,7.428546659,,,1.750928348,44.35615128,,31.66814095,0.167475005,,,0.0552899
Southern California Edison,Southern California Edison Co.,161,2010,6.811930437,,,1.842152006,44.77943608,,33.06886964,0.152121845,,,0.055706531
Southern California Edison,Southern California Edison Co.,161,2011,6.532980737,,,1.760528062,48.16856688,,32.8691047,0.135627467,,,0.053561789
Southern California Edison,Southern California Edison Co.,161,2012,7.536062862,,,1.650691621,35.563373,,32.44923103,0.211905177,,,0.050869977
Southern California Edison,Southern California Edison Co.,161,2013,8.114273559,,,1.663291093,35.22494788,,32.5951232,0.230355871,,,0.051028833
Southern California Edison,Southern California Edison Co.,161,2014,6.55079617,,,1.663298396,34.6379838,,32.81671698,0.189121752,,,0.050684485
Southern California Edison,Southern California Edison Co.,161,2015,2.436899468,,,1.551878095,30.44479048,,32.68841109,0.080043233,,,0.047474871
Southern California Edison,Southern California Edison Co.,161,2016,2.10229213,,,1.477789657,32.99544519,,32.68098813,0.063714616,,,0.045218634
Southern California Edison,Southern California Edison Co.,161,2017,1.785214141,,,1.414151283,34.49245211,,32.34104967,0.051756661,,,0.043726202
Southern California Edison,Southern California Edison Co.,161,2018,0.971118246,,,1.431074725,31.00184827,,33.49388632,0.031324527,,,0.042726446
Southern California Edison,Southern California Edison Co.,161,2019,1.313664643,1.313664643,1.313664643,1.313664643,33.01267882,,33.01267882,0.039792731,,,0.039792731
Southern California Edison,Southern California Edison Co.,161,2020,,,1.26313908,1.191032409,,33.01267882,33.40702052,,,0.038262241,0.035652159
Southern California Edison,Southern California Edison Co.,161,2021,,,1.212613517,1.08566965,,33.01267882,33.5467276,,,0.036731752,0.032362908
Southern California Edison,Southern California Edison Co.,161,2022,,,1.162087954,0.98980422,,33.01267882,33.81730553,,,0.035201262,0.029269163
Southern California Edison,Southern California Edison Co.,161,2023,,,1.111562391,0.901763832,,33.01267882,34.28926099,,,0.033670772,0.026298725
Southern California Edison,Southern California Edison Co.,161,2024,,,1.061036827,0.821692131,,33.01267882,35.03815711,,,0.032140283,0.023451351
Southern California Edison,Southern California Edison Co.,161,2025,,,1.010511264,0.74723075,,33.01267882,36.16090055,,,0.030609793,0.020664053
Southern California Edison,Southern California Edison Co.,161,2026,,,0.959985701,0.676851102,,33.01267882,37.78046323,,,0.029079303,0.017915373
Southern California Edison,Southern California Edison Co.,161,2027,,,0.909460138,0.609659677,,33.01267882,40.03629345,,,0.027548814,0.015227675
Southern California Edison,Southern California Edison Co.,161,2028,,,0.858934574,0.545246125,,33.01267882,43.06558034,,,0.026018324,0.012660833
Southern California Edison,Southern California Edison Co.,161,2029,,,0.808409011,0.483559477,,33.01267882,46.96817701,,,0.024487834,0.01029547
Southern California Edison,Southern California Edison Co.,161,2030,,,0.757883448,0.424799686,,33.01267882,51.75693327,,,0.022957345,0.00820759
Southern California Edison,Southern California Edison Co.,161,2031,,,0.707357885,0.369317891,,33.01267882,57.30774719,,,0.021426855,0.006444467
Southern California Edison,Southern California Edison Co.,161,2032,,,0.656832322,0.317525417,,33.01267882,63.33674708,,,0.019896365,0.005013289
Southern California Edison,Southern California Edison Co.,161,2033,,,0.606306758,0.269815612,,33.01267882,69.43252261,,,0.018365876,0.003886012
Southern California Edison,Southern California Edison Co.,161,2034,,,0.555781195,0.226503335,,33.01267882,75.14766519,,,0.016835386,0.00301411
Southern California Edison,Southern California Edison Co.,161,2035,,,0.505255632,0.187785087,,33.01267882,80.11398583,,,0.015304896,0.002343974
Southern California Edison,Southern California Edison Co.,161,2036,,,0.454730069,0.153719986,,33.01267882,84.1236847,,,0.013774407,0.001827309
Southern California Edison,Southern California Edison Co.,161,2037,,,0.404204506,0.124229148,,33.01267882,87.1414777,,,0.012243917,0.001425603
Southern California Edison,Southern California Edison Co.,161,2038,,,0.353678942,0.0991094,,33.01267882,89.25962498,,,0.010713428,0.00111035
Southern California Edison,Southern California Edison Co.,161,2039,,,0.303153379,0.078056523,,33.01267882,90.63411638,,,0.009182938,0.000861227
Southern California Edison,Southern California Edison Co.,161,2040,,,0.252627816,0.060693419,,33.01267882,91.43276654,,,0.007652448,0.000663804
Southern California Edison,Southern California Edison Co.,161,2041,,,0.202102253,0.046599238,,33.01267882,91.80548684,,,0.006121959,0.000507587
Southern California Edison,Southern California Edison Co.,161,2042,,,0.15157669,0.035336437,,33.01267882,91.87307608,,,0.004591469,0.000384622
Southern California Edison,Southern California Edison Co.,161,2043,,,0.101051126,0.026473788,,33.01267882,91.72693334,,,0.003060979,0.000288615
Southern California Edison,Southern California Edison Co.,161,2044,,,0.050525563,0.019604231,,33.01267882,91.4335179,,,0.00153049,0.00021441
Southern California Edison,Southern California Edison Co.,161,2045,,0,0,0.014357325,,33.01267882,91.03994818,,0,0,0.000157704
Southern California Edison,Southern California Edison Co.,161,2046,,,0,0.010406573,,33.01267882,90.5790995,,,0,0.000114889
Southern California Edison,Southern California Edison Co.,161,2047,,,0,0.007472382,,33.01267882,90.07367951,,,0,8.30E-05
Southern California Edison,Southern California Edison Co.,161,2048,,,0,0.005321535,,33.01267882,89.53927301,,,0,5.94E-05
Southern California Edison,Southern California Edison Co.,161,2049,,,0,0.003764181,,33.01267882,88.98653179,,,0,4.23E-05
Southern California Edison,Southern California Edison Co.,161,2050,,,0,0.002649256,,33.01267882,88.42271498,,,0,3.00E-05
Southern Co.,Southern Electric Generating Co.,162,2000,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2001,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2002,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2003,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2004,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2005,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2006,0,,,0,0,,0,,,,
Southern Co.,Southern Electric Generating Co.,162,2007,0,0,0,0,0,,0,,,,
